link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Поддержка,Поддержка технологий NVIDIA,Поддержка трассировки лучей,Поддержка DLSS,Разъемов,Версия разъема,Количество разъемов,Количество поддерживаемых мониторов,Разъемы дополнительного,Максимальное,Рекомендуемая мощность блока,Система,Использование тепловых,Lite Hash Rate,Тип,Длина,Конструкция системы,Высота видеокарты,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Гарантия,OverClock,Разъемы,Толщина видеокарты,Особенности,Количество разъемов D-SUB,Низкопрофильная видеокарта (Low,Разъем DVI,Разъемов USB (Type-C),Низкопрофильная планка,Технология объединения,Количество разъемов Mini
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-rtx-3060-pa-rtx3060-dual-12g-12gb-gddr-1469005/,4.7,60,"Видеокарта Palit NVIDIA GeForce RTX 3060 PA-RTX3060 DUAL 12G 12ГБ GDDR6, LHR, Ret [ne63060019k9-190ad]",34 150₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,170 Вт,550 Вт,активное,есть,да,retail,245 мм,двухслотовая,119 мм,0.342x0.066x0.222 м,1.05 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-rtx-3060-rtx3060-dual-oc-12g-12gb-gddr-1469028/,,,‌,36 240₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,180 Вт,550 Вт,активное,есть,да,retail,245 мм,двухслотовая,119 мм,0.345x0.07x0.22 м,1.05 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-pa-gtx1660super-gp-6g-nv-gtx1660super-6144mb-19-1496891/,4.6,13,"Видеокарта Palit NVIDIA GeForce GTX 1660SUPER PA-GTX1660SUPER GP 6G 6ГБ GDDR6, Ret [ne6166s018j9-1160a-1]",25 770₽,,DirectX 12/OpenGL 4.6,,,,1,1.4a,1,3,8 pin,,450 Вт,активное,есть,,retail,235 мм,двухслотовая,115 мм,0.34x0.07x0.22 м,1.05 кг,36 мес.,,1,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3060vision-oc-12gd-2-0-nv-rtx3060-12-1535676/,4.9,30,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060 GV-N3060VISION OC-12GD 2.0 LHR 12ГБ GDDR6, OC, LHR, Ret",41 900₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,550 Вт,активное,есть,да,retail,280 мм,двухслотовая,116 мм,0.4x0.09x0.24 м,1.03 кг,36 мес.,да,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3060-o12g-v2-lhr-nv-rtx3060-12288mb-1543629/,5,8,"Видеокарта ASUS NVIDIA GeForce RTX 3060 DUAL-RTX3060-O12G-V2 LHR 12ГБ GDDR6, OC, LHR, Ret",43 990₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,,650 Вт,активное,есть,да,retail,200 мм,двухслотовая,123 мм,0.305x0.223x0.055 м,0.98 кг,36 мес.,да,,38 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3070ti-gamingpro-8g-nv-rtx3070ti-8192-1528277/,4.7,26,"Видеокарта Palit NVIDIA GeForce RTX 3070TI PA-RTX3070TI GAMINGPRO 8G 8ГБ GDDR6X, Ret [ned307t019p2-1046a]",68 080₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,290 Вт,700 Вт,активное,есть,,retail,294 мм,трехслотовая,112 мм,0.375x0.095x0.213 м,1.687 кг,36 мес.,,,60 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3050-gaming-x-8g-nv-rtx3050-8192mb-64-gdd-1680443/,5,51,"Видеокарта MSI NVIDIA GeForce RTX 3050 RTX 3050 GAMING X 8G 8ГБ GDDR6, Ret",31 420,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,130 Вт,550 Вт,активное,есть,,retail,278 мм,двухслотовая,130 мм,0.38x0.085x0.27 м,1.671 кг,36 мес.,,,49 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3060ti-dual-8g-nv-rtx3060ti-8192mb-25-1825340/,5,36,"Видеокарта Palit NVIDIA GeForce RTX 3060Ti PA-RTX3060Ti DUAL 8G 8ГБ GDDR6, Ret [ne6306t019p2-190ad]",47 130₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,200 Вт,550 Вт,активное,есть,,retail,247 мм,двухслотовая,120 мм,0.38x0.09x0.27 м,1.03 кг,36 мес.,,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3060ti-dual-oc-8g-v1-lhr-nv-rtx3060ti-1542005/,4.9,44,"Видеокарта Palit NVIDIA GeForce RTX 3060Ti PA-RTX3060Ti DUAL OC 8G V1 LHR 8ГБ GDDR6, OC, LHR, Ret [ne6306ts19p2-190ad]",41 900₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,8 pin,200 Вт,550 Вт,активное,есть,да,retail,247 мм,двухслотовая,120 мм,0.34x0.06x0.22 м,1.08 кг,36 мес.,да,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-pa-rtx2060super-dual-8g-no-led-nv-rtx2060super-1489448/,4.6,63,"Видеокарта Palit NVIDIA GeForce RTX 2060SUPER PA-RTX2060SUPER DUAL 8G no LED 8ГБ GDDR6, Ret [ne6206s018p2-1160a-1]",35 610₽,PALIT,DirectX 12/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",,есть,1,1.4a,1,3,8 pin,175 Вт,550 Вт,активное,есть,,retail,235 мм,двухслотовая,112 мм,0.345x0.22x0.067 м,0.89 кг,36 мес.,,1,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-pa-gtx1660super-gp-oc-6g-nv-gtx1660super-6144mb-1496878/,4.7,23,"Видеокарта Palit NVIDIA GeForce GTX 1660SUPER PA-GTX1660SUPER GP OC 6G 6ГБ GDDR6, OC, Ret [ne6166ss18j9-1160a-1]",26 190₽,,DirectX 12/OpenGL 4.6,,,,1,1.4a,1,3,8 pin,125 Вт,450 Вт,активное,есть,,retail,235 мм,двухслотовая,115 мм,0.345x0.065x0.22 м,1.031 кг,36 мес.,да,1,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-rtx-3060-rtx-3060-gaming-x-12g-12gb-gddr-1476984/,4.9,28,"Видеокарта MSI NVIDIA GeForce RTX 3060 RTX 3060 GAMING X 12G 12ГБ GDDR6, LHR, Ret",42 520,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,6+8 pin,170 Вт,550 Вт,активное,есть,да,retail,276 мм,трехслотовая,131 мм,0.38x0.086x0.27 м,1.682 кг,36 мес.,,,51 мм,микроархитектура Nvidia Ampere система охлаждения TWIN FROZR 8,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-pa-rtx3050-dual-nv-rtx3050-8192mb-128-gddr6-155-1658278/,4.9,36,"Видеокарта Palit NVIDIA GeForce RTX 3050 PA-RTX3050 DUAL 8ГБ GDDR6, Ret [ne63050019p1-190ad]",30 270₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,140 Вт,550 Вт,активное,есть,,retail,245 мм,двухслотовая,119 мм,0.345x0.065x0.22 м,0.987 кг,36 мес.,,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-gtx-1650-pa-gtx1650-stormx-4g-4gb-gddr-1137103/,4.9,28,"Видеокарта Palit NVIDIA GeForce GTX 1650 PA-GTX1650 STORMX 4G 4ГБ GDDR5, Ret [ne51650006g1-1170f]",16 440₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,75 Вт,300 Вт,активное,,,retail,145 мм,двухслотовая,99 мм,0.17x0.15x0.04 м,0.555 кг,36 мес.,,1,40 мм,Диск с драйверами в комплектацию не входит,,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-rtx-3070-pa-rtx3070-gamingpro-8g-8gb-g-1421448/,4.7,19,"Видеокарта Palit NVIDIA GeForce RTX 3070 PA-RTX3070 GAMINGPRO 8G 8ГБ GDDR6, Ret [ne63070019p2-1041a]",57 600₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,220 Вт,650 Вт,активное,есть,,retail,294 мм,трехслотовая,112 мм,0.38x0.21x0.1 м,1.05 кг,36 мес.,,,60 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3050-ventus-2x-8g-oc-nv-rtx3050-8192mb-64-1680442/,5,18,"Видеокарта MSI NVIDIA GeForce RTX 3050 RTX 3050 VENTUS 2X 8G OC 8ГБ GDDR6, OC, Ret",35 410,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8 pin,130 Вт,550 Вт,активное,есть,,retail,235 мм,двухслотовая,,0.22x0.07x0.31 м,1.12 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-n210-1gd3-lp-nv-gf210-1024mb-64-ddr3-460-800-dvix-1562985/,4.8,11,"Видеокарта MSI NVIDIA GeForce 210 N210-1GD3/LP 1ГБ DDR3, Low Profile, Ret",3 770₽,MSI,,,,,1,,,2,без дополнительного питания,,350 Вт,активное,,,retail,145 мм,однослотовая,,0.23x0.157x0.047 м,0.373 кг,36 мес.,,1,,,1,да,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-gaming-z-trio-8g-lhr-nv-rtx3060ti-1562974/,,,"Видеокарта MSI NVIDIA GeForce 210 N210-1GD3/LP 1ГБ DDR3, Low Profile, Ret",3 770₽,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8+8 pin,240 Вт,600 Вт,активное,есть,да,retail,323 мм,трехслотовая,140 мм,0.41x0.09x0.31 м,2.46 кг,36 мес.,,,56 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3060-stormx-8gb-nv-rtx3060-8192mb-128-1859909/,4.8,6,"Видеокарта Palit NVIDIA GeForce RTX 3060 PA-RTX3060 STORMX 8GB 8ГБ GDDR6, Ret [ne63060019p1-190af]",29 330₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8 pin,170 Вт,550 Вт,активное,есть,,retail,170 мм,двухслотовая,,0.315x0.185x0.06 м,1.05 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3050-o8g-nv-rtx3050-8192mb-128-gddr6-1681315/,4.2,6,"Видеокарта ASUS NVIDIA GeForce RTX 3050 DUAL-RTX3050-O8G 8ГБ GDDR6, OC, Ret",32 050₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,,550 Вт,активное,есть,,retail,200 мм,двухслотовая,133.6 мм,0.305x0.223x0.055 м,1 кг,36 мес.,да,,53.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3060ti-dual-8g-v1-lhr-nv-rtx3060ti-81-1542015/,4.8,68,"Видеокарта Palit NVIDIA GeForce RTX 3060Ti PA-RTX3060Ti DUAL 8G V1 LHR 8ГБ GDDR6, LHR, Ret [ne6306t019p2-190ad]",45 040₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,200 Вт,550 Вт,активное,есть,да,retail,247 мм,двухслотовая,120 мм,0.34x0.06x0.22 м,1.07 кг,36 мес.,,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n306txgaming-oc-8gd-nv-rtx3060ti-8192-1879602/,4.9,7,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060Ti GV-N306TXGAMING OC-8GD 8ГБ Gaming, GDDR6X, OC, Ret",48 700₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8+8 pin,,750 Вт,активное,есть,,retail,286 мм,двухслотовая,115 мм,0.215x0.14x0.095 м,1.35 кг,36 мес.,да,,51 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-gaming-x-8g-lhr-nv-rtx3060ti-8192-1561343/,5,25,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti GAMING X 8G LHR 8ГБ GDDR6, LHR, Ret",53 420,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,6+8 pin,220 Вт,600 Вт,активное,есть,да,retail,278 мм,двухслотовая,131 мм,0.41x0.09x0.24 м,1.76 кг,36 мес.,,,51 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3070gaming-oc-8gd-2-0-lhr-nv-rtx3070-1546196/,4.7,15,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3070 GV-N3070GAMING OC-8GD 2.0 LHR 8ГБ GDDR6, OC, LHR, Ret",58 650₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,6+8 pin,220 Вт,650 Вт,активное,есть,да,retail,286 мм,трехслотовая,115 мм,0.405x0.091x0.236 м,1.48 кг,36 мес.,да,,51 мм,Lite Hash Rate версия,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-ventus-3x-8gd6x-oc-nv-rtx3060ti-8-1887884/,5,4,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti VENTUS 3X 8GD6X OC 8ГБ GDDR6X, OC, Ret",52 370₽,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,225 Вт,600 Вт,активное,есть,,retail,305 мм,трехслотовая,121 мм,0.41x0.26x0.09 м,1.18 кг,36 мес.,да,,52 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3070eagle-oc-8gd-2-0-lhr-nv-rtx3070-1558228/,5,4,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3070 GV-N3070EAGLE OC-8GD 2.0 LHR 8ГБ GDDR6, OC, LHR, Ret",52 370₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,6+8 pin,,650 Вт,активное,есть,да,retail,282 мм,двухслотовая,115 мм,0.24x0.09x0.42 м,1.5 кг,36 мес.,да,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3060eagle-12gd-2-0-nv-rtx3060-12288m-1623032/,,,‌,52 370₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,,8 pin,,550 Вт,активное,есть,да,retail,242 мм,двухслотовая,,0.333x0.058x0.238 м,0.91 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-gt-710-pa-gt710-2gd3h-2gb-ddr3-ret-nea-1358776/,4.1,8,"Видеокарта Palit NVIDIA GeForce GT 710 PA-GT710-2GD3H 2ГБ DDR3, Ret [neat7100hd46-2080h]",4 920₽,,DirectX 12/OpenGL 4.5,,,,1,1.4a,,2,без дополнительного питания,19 Вт,300 Вт,пассивное,,,retail,115 мм,двухслотовая,69 мм,0.23x0.06x0.15 м,0.31 кг,36 мес.,,1,,,1,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-gtx-1050ti-pa-gtx1050ti-stormx-4g-4gb-401997/,4.6,116,"Видеокарта Palit NVIDIA GeForce GTX 1050TI PA-GTX1050Ti StormX 4G 4ГБ GDDR5, Ret [ne5105t018g1-1070f]",16 650₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,75 Вт,300 Вт,активное,,,retail,166 мм,двухслотовая,112 мм,0.315x0.055x0.18 м,0.675 кг,36 мес.,,1,,Диск с драйверами в комплектацию не входит,,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-gtx-1650-pa-gtx1650-gp-oc-4g-d6-4gb-gd-1468993/,4.8,18,"Видеокарта Palit NVIDIA GeForce GTX 1650 PA-GTX1650 GP OC 4G D6 4ГБ GDDR6, OC, Ret [ne61650s1bg1-1175a]",18 850₽,,DirectX 12/OpenGL 4.6,,,,1,1.4a,2,3,6 pin,75 Вт,300 Вт,активное,есть,,retail,170 мм,двухслотовая,112 мм,0.315x0.055x0.18 м,0.722 кг,36 мес.,да,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-ventus-2x-8g-ocv1-lhr-nv-rtx3060t-1546548/,3.5,4,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti VENTUS 2X 8G OCV1 LHR 8ГБ GDDR6, OC, LHR, Ret",48 180,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8 pin,200 Вт,650 Вт,активное,есть,да,retail,235 мм,двухслотовая,,0.41x0.09x0.24 м,1.12 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-ia380gaming-oc-6gd-intel-arc-a380-gam-1874758/,5,4,"Видеокарта GIGABYTE INTEL ARC A380 GV-IA380GAMING OC-6GD 6ГБ Gaming, GDDR6, OC, Ret",17 390₽,,DirectX 12/OpenGL 4.6,,,,2,1.4,2,4,6 pin,65 Вт,350 Вт,активное,есть,,retail,280 мм,двухслотовая,117 мм,0.365x0.08x0.185 м,1.086 кг,36 мес.,да,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-ventus-2x-8gd6x-oc-nv-rtx3060ti-8-1887883/,5,4,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti VENTUS 2X 8GD6X OC 8ГБ GDDR6X, OC, Ret",47 130,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,225 Вт,600 Вт,активное,есть,,retail,232 мм,трехслотовая,124 мм,0.35x0.08x0.265 м,1.43 кг,36 мес.,да,,52 мм,,,,,,,,
