link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Поддержка,Поддержка технологий NVIDIA,Поддержка трассировки лучей,Поддержка DLSS,Разъемов,Версия разъема,Количество разъемов,Количество поддерживаемых мониторов,Разъемы дополнительного,Максимальное,Рекомендуемая мощность блока,Система,Использование тепловых,Lite Hash Rate,Тип,Длина,Конструкция системы,Высота видеокарты,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Гарантия,OverClock,Разъемы,Толщина видеокарты,Особенности,Количество разъемов D-SUB,Низкопрофильная видеокарта (Low,Разъем DVI,Разъемов USB (Type-C),Низкопрофильная планка,Технология объединения,Количество разъемов Mini
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3060eagle-oc-12gd-v2-0-lhr-nv-rtx306-1531397/,4.6,20,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060 GV-N3060EAGLE OC-12GD 2.0 LHR 12ГБ GDDR6, OC, LHR, Ret",36 240₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,550 Вт,активное,есть,да,retail,242 мм,двухслотовая,,0.33x0.23x0.06 м,0.99 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3050-dual-nv-rtx3050-8192mb-128-gddr6-1879436/,1 Обзор,,"Видеокарта Palit NVIDIA GeForce RTX 3050 PA-RTX3050 DUAL 8ГБ GDDR6, Ret [ne63050018p1-1070d]",26 080₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,3,6 pin,115 Вт,550 Вт,активное,,,retail,172 мм,двухслотовая,,0.345x0.225x0.07 м,1.01 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-ph-rtx3050-8g-nv-rtx3050-8192mb-128-gddr6-17-1681324/,5,6,"Видеокарта ASUS NVIDIA GeForce RTX 3050 PH-RTX3050-8G 8ГБ GDDR6, Ret",25 930,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,,550 Вт,активное,есть,,retail,177 мм,трехслотовая,128 мм,0.36x0.06x0.21 м,1.158 кг,36 мес.,,,51 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3060ti-o8gd6x-nv-rtx3060ti-8192mb-25-1885913/,4.7,7,"Видеокарта ASUS NVIDIA GeForce RTX 3060Ti DUAL-RTX3060TI-O8GD6X 8ГБ GDDR6X, OC, Ret",39 160,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,,750 Вт,активное,есть,,retail,230 мм,двухслотовая,,0.371x0.071x0.221 м,1.231 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-tuf-rtx3060ti-o8gd6x-gaming-nv-rtx3060ti-819-1885912/,5,6,"Видеокарта ASUS NVIDIA GeForce RTX 3060Ti TUF-RTX3060TI-O8GD6X-GAMING 8ГБ GDDR6X, OC, Ret",57 600₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,3,4,8+8 pin,,750 Вт,активное,есть,,retail,302 мм,двухслотовая,,0.41x0.24x0.09 м,2.096 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4080-16gb-gaming-x-trio-nv-rtx4080-16384m-1873639/,5,5,"Видеокарта MSI NVIDIA GeForce RTX 4080 RTX 4080 16GB GAMING X TRIO 16ГБ GDDR6X, Ret",131 970,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,320 Вт,850 Вт,активное,есть,,retail,337 мм,четырехслотовая,140 мм,0.413x0.282x0.125 м,3.08 кг,36 мес.,,,67 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n306tvision-oc-8gd-2-0-lhr-nv-rtx3060-1543697/,5,11,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060Ti GV-N306TVISION OC-8GD 2.0 LHR 8ГБ GDDR6, OC, LHR, Ret",51 320₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,6+8 pin,,650 Вт,активное,есть,да,retail,281 мм,двухслотовая,115 мм,0.365x0.185x0.08 м,1.4 кг,36 мес.,да,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-ventus-2x-8g-v1-lhr-ru-nv-rtx3060-1625373/,,,‌,51 320₽,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8 pin,200 Вт,600 Вт,активное,есть,да,retail,235 мм,двухслотовая,,0.31x0.22x0.07 м,1.112 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3060-o8g-nv-rtx3060-8192mb-192-gddr6-1881857/,5,1,"Видеокарта ASUS NVIDIA GeForce RTX 3060 DUAL-RTX3060-O8G 8ГБ GDDR6, OC, Ret",38 330₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,,650 Вт,активное,есть,,retail,200 мм,двухслотовая,123 мм,0.304x0.224x0.058 м,0.988 кг,36 мес.,да,,38 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n307tgaming-8gd-nv-rtx3070ti-8192mb-2-1845488/,5,6,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3070TI GV-N307TGAMING-8GD 8ГБ Gaming, GDDR6X, Ret",72 270₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8+8 pin,,750 Вт,активное,есть,,retail,320 мм,трехслотовая,129 мм,0.33x0.26x0.05 м,1.87 кг,36 мес.,,,55 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-pa-rtx2060super-dual-8g-nv-rtx2060super-8192mb-1861391/,5,2,"Видеокарта Palit NVIDIA GeForce RTX 2060SUPER PA-RTX2060SUPER DUAL 8G 8ГБ GDDR6, Ret [ne6206s018p2-1160x-1]",34 150₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",,есть,1,1.4a,1,3,8 pin,175 Вт,550 Вт,активное,есть,,retail,235 мм,двухслотовая,,0.345x0.065x0.22 м,1.073 кг,36 мес.,,1,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3050-stormx-nv-rtx3050-8192mb-128-gdd-1879417/,4.3,7,"Видеокарта Palit NVIDIA GeForce RTX 3050 PA-RTX3050 STORMX 8ГБ GDDR6, Ret [ne63050018p1-1070f]",27 230₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,3,6 pin,115 Вт,550 Вт,активное,,,retail,162 мм,двухслотовая,117 мм,0.32x0.18x0.06 м,0.745 кг,36 мес.,,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-oc-rtx-3060-ventus-3x-12g-oc-1475894/,4.6,8,"Видеокарта MSI NVIDIA GeForce RTX 3060 RTX 3060 VENTUS 3X 12G OC 12ГБ GDDR6, OC, LHR, Ret",46 090,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,170 Вт,550 Вт,активное,есть,да,retail,316 мм,трехслотовая,120 мм,0.38x0.27x0.08 м,1.34 кг,36 мес.,да,,42 мм,микроархитектура Nvidia Ampere вентиляторы TORX Fan 3.0; технология Zero Frozr,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1660super-gtx-1660-super-gaming-6gb-1194436/,5,9,"Видеокарта MSI NVIDIA GeForce GTX 1660SUPER GTX 1660 SUPER GAMING 6ГБ GDDR6, Ret",31 990,,DirectX 12/OpenGL 4.5,,,,1,1.4,3,4,8 pin,125 Вт,450 Вт,активное,есть,,retail,247 мм,двухслотовая,127 мм,0.35x0.09x0.27 м,1.6 кг,36 мес.,,,46 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4090-gamerock-omniblack-nv-rtx4090-24-1859906/,5,2,"Видеокарта Palit NVIDIA GeForce RTX 4090 PA-RTX4090 GAMEROCK OMNIBLACK 24ГБ GDDR6X, Ret [ned4090019sb-1020q]",169 680,PALIT,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,16 pin,450 Вт,1000 Вт,активное,есть,,retail,329.4 мм,четырехслотовая,137.5 мм,0.463x0.29x0.115 м,3.56 кг,36 мес.,,,71.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4080-gamerock-omniblack-nv-rtx4080-16-1861620/,5,2,"Видеокарта Palit NVIDIA GeForce RTX 4080 PA-RTX4080 GAMEROCK OMNIBLACK 16ГБ GDDR6X, Ret [ned4080019t2-1030q]",121 490,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,340 Вт,850 Вт,активное,есть,,retail,329.4 мм,четырехслотовая,137.5 мм,0.463x0.118x0.293 м,3.29 кг,36 мес.,,,71.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-nvidia-geforce-gt-710-gv-n710d5-2gl-2gb-gddr5-low-493300/,4.6,14,"Видеокарта GIGABYTE NVIDIA GeForce GT 710 GV-N710D5-2GL 2ГБ GDDR5, Low Profile, Ret",6 290₽,,DirectX 12/OpenGL 4.5,,,,1,1.4a,,2,без дополнительного питания,,300 Вт,активное,,,retail,147 мм,однослотовая,,0.225x0.03x0.155 м,0.258 кг,36 мес.,,1,,,,да,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4080-gamerock-nv-rtx4080-16384mb-256-1861619/,5,5,"Видеокарта Palit NVIDIA GeForce RTX 4080 PA-RTX4080 GAMEROCK 16ГБ GDDR6X, Ret [ned4080019t2-1030g]",116 790,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,340 Вт,850 Вт,активное,есть,,retail,329.4 мм,четырехслотовая,137.5 мм,0.463x0.116x0.293 м,3.42 кг,36 мес.,,,71.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1660super-gtx-1660-super-ventus-xs-o-1188206/,4.8,19,"Видеокарта MSI NVIDIA GeForce GTX 1660SUPER GTX 1660 SUPER VENTUS XS OC 6ГБ GDDR6, OC, Ret",27 860₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,3,4,8 pin,125 Вт,450 Вт,активное,есть,,retail,204 мм,двухслотовая,128 мм,0.31x0.19x0.06 м,1.12 кг,36 мес.,да,,42 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3070-gamerock-8g-v1-nv-rtx3070-8192mb-1535785/,4.6,11,"Видеокарта Palit NVIDIA GeForce RTX 3070 PA-RTX3070 GAMEROCK 8G V1 LHR 8ГБ GDDR6, LHR, Ret [ne63070019p2-1040g]",66 620₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,8+8 pin,250 Вт,650 Вт,активное,есть,да,retail,304 мм,трехслотовая,136 мм,0.4x0.1x0.22 м,2.04 кг,36 мес.,,,60 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-ia380wf2oc-6gd-intel-arc-a380-windfor-1874760/,4.3,3,"Видеокарта GIGABYTE INTEL ARC A380 GV-IA380WF2OC-6GD 6ГБ Windforce, GDDR6, OC, Ret",16 870₽,,DirectX 12/OpenGL 4.6,,,,2,1.4,2,4,6 pin,55 Вт,350 Вт,активное,есть,,retail,192 мм,двухслотовая,117 мм,0.3x0.21x0.05 м,0.76 кг,36 мес.,да,,35 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-r665xteagle-8gd-amd-radeon-rx-6650xt-8192-1738847/,4.7,13,"Видеокарта GIGABYTE AMD Radeon RX 6650XT GV-R665XTEAGLE-8GD 8ГБ GDDR6, Ret",41 900₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,2,1.4a,2,4,8 pin,,500 Вт,активное,есть,,retail,282 мм,двухслотовая,113 мм,0.36x0.19x0.08 м,1.31 кг,36 мес.,,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4090-gamerock-oc-nv-rtx4090-24576mb-3-1859907/,5,2,"Видеокарта Palit NVIDIA GeForce RTX 4090 PA-RTX4090 GAMEROCK OC 24ГБ GDDR6X, OC, Ret [ned4090s19sb-1020g]",175 960,PALIT,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,16 pin,450 Вт,1000 Вт,активное,есть,,retail,329.4 мм,четырехслотовая,137.5 мм,0.463x0.118x0.291 м,3.4 кг,36 мес.,да,,71.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3070-gamingpro-8g-v1-nv-rtx3070-8192m-1535821/,4.8,20,"Видеокарта Palit NVIDIA GeForce RTX 3070 PA-RTX3070 GAMINGPRO 8G V1 LHR 8ГБ GDDR6, LHR, Ret [ne63070019p2-1041a]",55 090₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,220 Вт,650 Вт,активное,есть,да,retail,294 мм,трехслотовая,112 мм,0.375x0.215x0.1 м,1.66 кг,36 мес.,,,60 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n306teagle-oc-8gd-2-0-lhr-nv-rtx3060t-1543680/,4.8,13,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060Ti GV-N306TEAGLE OC-8GD 2.0 LHR 8ГБ GDDR6, OC, LHR, Ret",47 770₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,600 Вт,активное,есть,да,retail,245 мм,двухслотовая,,0.33x0.06x0.24 м,1.03 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4070-ti-gaming-x-trio-12g-nv-rtx4070ti-12-1887888/,5,4,"Видеокарта MSI NVIDIA GeForce RTX 4070TI RTX 4070 Ti GAMING X TRIO 12G 12ГБ GDDR6X, Ret [602-v513-06s]",97 410,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,285 Вт,700 Вт,активное,есть,,retail,337 мм,трехслотовая,140 мм,0.42x0.283x0.115 м,2.725 кг,36 мес.,,,62 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gtx-1650-ph-gtx1650-o4gd6-p-4gb-gddr6-o-1468560/,5,3,"Видеокарта ASUS NVIDIA GeForce GTX 1650 PH-GTX1650-O4GD6-P 4ГБ GDDR6, OC, Ret",18 850₽,,DirectX 12/OpenGL 4.6,,,,1,1.4,1,3,6 pin,,300 Вт,активное,,,retail,178 мм,двухслотовая,128 мм,0.305x0.055x0.217 м,0.938 кг,36 мес.,да,1,36 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-nvidia-geforce-gt-1030-gv-n1030oc-2gi-2gb-gddr5-oc-479391/,4.6,59,"Видеокарта GIGABYTE NVIDIA GeForce GT 1030 GV-N1030OC-2GI 2ГБ GDDR5, OC, Ret",9 210₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,,300 Вт,активное,,,retail,167.7 мм,однослотовая,111 мм,0.3x0.21x0.05 м,0.535 кг,36 мес.,да,,27 мм,,,,1,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3050eagle-8gd-nv-rtx3050-8192mb-128-1678646/,5,3,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3050 GV-N3050EAGLE-8GD 8ГБ GDDR6, Ret",28 990,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,450 Вт,активное,есть,,retail,213 мм,двухслотовая,120 мм,0.24x0.06x0.34 м,0.889 кг,36 мес.,,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-r665xtgaming-oc-8gd-amd-radeon-rx-6650xt-1738844/,4.9,23,"Видеокарта GIGABYTE AMD Radeon RX 6650XT GV-R665XTGAMING OC-8GD 8ГБ GDDR6, OC, Ret",37 500₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,2,1.4a,2,4,8 pin,,500 Вт,активное,есть,,retail,282 мм,двухслотовая,115 мм,0.41x0.24x0.09 м,1.02 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-ventus-3x-8g-oc-lhr-nv-rtx3060ti-1551757/,5,3,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti VENTUS 3X 8G OC LHR 8ГБ GDDR6, OC, LHR, Ret",47 130,MSI,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,8 pin,200 Вт,600 Вт,активное,есть,да,retail,316 мм,двухслотовая,120 мм,0.377x0.266x0.08 м,1.345 кг,36 мес.,да,,42 мм,"Low Hash Rate, необходимость дополнительного питания",,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-r675xtaorus-e-12gd-amd-rx6750xt-12288-1743757/,4.6,13,"Видеокарта GIGABYTE AMD Radeon RX 6750XT GV-R675XTAORUS E-12GD 12ГБ Aorus Elite, GDDR6, Ret",53 000₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,2,1.4a,2,4,6+8 pin,,650 Вт,активное,есть,,retail,296 мм,трехслотовая,117 мм,0.405x0.09x0.24 м,1.2 кг,36 мес.,,,56 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4080-gamerock-oc-nv-rtx4080-16384mb-2-1861618/,5,3,"Видеокарта Palit NVIDIA GeForce RTX 4080 PA-RTX4080 GAMEROCK OC 16ГБ GDDR6X, OC, Ret [ned4080s19t2-1030g]",122 540,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,340 Вт,850 Вт,активное,есть,,retail,329.4 мм,четырехслотовая,137.5 мм,0.464x0.117x0.291 м,2.984 кг,36 мес.,да,,71.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gt-1030-gt-1030-aero-itx-2gd4-oc-2gb-ddr-1063366/,4.3,20,"Видеокарта MSI NVIDIA GeForce GT 1030 GT 1030 AERO ITX 2GD4 OC 2ГБ DDR4, OC, Ret",9 430₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,20 Вт,300 Вт,активное,,,retail,147 мм,двухслотовая,102 мм,0.24x0.17x0.055 м,0.545 кг,36 мес.,да,,38 мм,,,,1,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4090gaming-oc-24gd-nv-geforce-rtx-40-1848944/,5,12,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4090 GV-N4090GAMING OC-24GD 24ГБ GDDR6X, OC, Ret",181 200,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4,3,4,16 pin,,1000 Вт,активное,есть,,retail,340 мм,четырехслотовая,150.2 мм,0.46x0.12x0.28 м,3.32 кг,36 мес.,да,,75.2 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1650-gtx-1650-ventus-xs-4g-oc-4gb-gd-1138361/,4.8,16,"Видеокарта MSI NVIDIA GeForce GTX 1650 GTX 1650 VENTUS XS 4G OC 4ГБ GDDR5, OC, Ret",17 800₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,75 Вт,300 Вт,активное,,,retail,177 мм,двухслотовая,111 мм,0.31x0.23x0.07 м,0.865 кг,36 мес.,да,1,38 мм,поддержка NVIDIA G-SYNC,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1050ti-gtx-1050-ti-4gt-ocv1-4gb-gddr-1171639/,4.7,3,"Видеокарта MSI NVIDIA GeForce GTX 1050TI GTX 1050 Ti 4GT OCV1 4ГБ GDDR5, Ret",18 020₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,75 Вт,300 Вт,активное,есть,,retail,215 мм,двухслотовая,112 мм,0.31x0.23x0.07 м,0.89 кг,36 мес.,,1,38 мм,твердотельные конденсаторы Solid CAP,,,,,,,
