Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук rombica mybook zenith,0.0,0.0,3,2,1,13,12.0,5.0,2.0,4.0,119,0.0,1.0,0,4800.0,0.0,8.0,2,0,0.0,0.0,0.0,10,8.0,1.7,40990.0,0.0,4.0,0.0,2.0
ноутбук hp 15s-fq5035nz,0.0,0.0,62,2,1,13,12.0,0.0,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.69,59830.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-24p-r2uh,0.0,0.0,3,2,1,13,12.0,0.0,1.0,4.0,121,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,9,8.0,1.8,53990.0,0.0,4.0,0.0,0.0
ноутбук acer extensa 15 ex215-52-30gd,0.0,0.0,64,8,1,13,12.0,0.0,0.0,2.0,23,0.0,1.0,0,0.0,0.0,4.0,2,0,0.0,0.0,60.0,10,8.0,1.9,41990.0,0.0,2.0,0.0,0.0
ноутбук asus vivobook pro 15 oled k3500pa-l1091t,0.2,0.0,62,6,1,13,12.0,0.0,0.0,4.0,36,0.0,1.0,0,0.0,0.0,8.0,2,0,600.0,3.0,60.0,9,16.0,1.65,96060.0,0.0,4.0,0.0,0.0
ноутбук irbis nb nb69,0.0,0.0,56,2,1,4,12.0,4.3,0.0,4.0,13,0.0,1.0,0,8000.0,0.0,4.0,2,0,0.0,0.0,0.0,9,2.0,1.273,17370.0,0.0,4.0,0.0,0.0
ноутбук apple macbook pro a2338,0.0,0.0,0,2,1,4,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,1,1,500.0,0.0,0.0,7,8.0,1.4,181990.0,0.0,4.0,0.0,0.0
ноутбук asus a416ma-ek620w,0.0,0.0,65,8,1,6,12.0,0.0,1.0,2.0,18,0.0,1.0,0,0.0,0.0,2.0,2,0,220.0,2.0,60.0,9,4.0,1.6,31260.0,0.0,2.0,0.0,1.0
ноутбук honor magicbook x16 pro,0.0,0.0,62,2,1,14,12.0,0.0,1.0,12.0,49,0.0,1.0,0,0.0,0.0,16.0,1,0,300.0,3.0,0.0,9,16.0,1.99,88990.0,0.0,4.0,0.0,0.0
ноутбук lenovo ideapad 5 pro 16arh7,0.0,1.0,3,2,1,14,12.0,5.0,0.0,6.0,130,0.0,1.0,0,0.0,0.0,12.0,1,0,350.0,0.0,60.0,9,16.0,1.92,93990.0,0.0,6.0,0.0,0.0
ноутбук hiper workbook n1567,0.0,0.0,64,2,1,13,12.0,4.2,1.0,4.0,33,0.0,1.0,0,5000.0,0.0,8.0,2,0,250.0,0.0,60.0,1,8.0,1.6,47250.0,0.0,4.0,0.0,1.0
ноутбук hp 255 g8,0.0,0.0,3,2,1,13,12.0,5.0,1.0,6.0,125,0.0,1.0,0,3610.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.74,70980.0,0.0,6.0,0.0,1.0
ноутбук lenovo ideapad 3 15itl6,0.0,0.0,20,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,2.0,60.0,10,8.0,1.65,68160.0,0.0,4.0,0.0,1.0
ноутбук rombica mybook zenith,0.0,0.0,0,5,1,0,12.0,1.0,2.0,8.0,137,0.0,1.0,0,4800.0,0.0,16.0,0,0,0.0,0.0,0.0,10,0.0,1.7,66990.0,0.0,8.0,0.0,0.0
"ноутбук realme book 14""",0.0,1.0,62,2,1,0,12.0,5.0,0.0,4.0,38,0.0,1.0,0,6875.0,0.0,8.0,4,0,0.0,0.0,0.0,9,8.0,1.38,64990.0,0.0,4.0,0.0,0.0
‌,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,64990.0,0.0,0.0,0.0,0.0
ноутбук hp 255 g8,0.0,0.0,0,5,0,0,12.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,3.0,0.0,0,0.0,1.74,44610.0,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 3 15iau7,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,51990.0,0.0,0.0,0.0,0.0
ноутбук acer aspire 3 a315-24p-r28j,0.0,0.0,3,2,1,13,12.0,5.0,1.0,4.0,131,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,3,8.0,1.8,51990.0,0.0,4.0,0.0,0.0
ноутбук hp 15s-eq3010ny,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,70990.0,0.0,0.0,0.0,0.0
ноутбук apple macbook pro a2485,0.0,0.0,0,5,1,16,12.0,0.0,0.0,10.0,5,0.0,1.0,0,0.0,0.0,10.0,1,0,1600.0,0.0,120.0,7,16.0,2.15,250990.0,0.0,8.0,0.0,0.0
ноутбук asus a416ea-eb1300,0.0,0.0,64,2,1,6,12.0,5.0,1.0,2.0,110,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,2.0,60.0,10,8.0,1.6,34990.0,0.0,2.0,0.0,1.0
ноутбук msi creator z16p b12uhst-028ru,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,284990.0,0.0,0.0,0.0,0.0
ноутбук xiaomi pro redmibook,0.0,2.0,3,2,1,6,12.0,0.0,0.0,6.0,129,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,9,16.0,0.0,87990.0,0.0,6.0,0.0,0.0
ноутбук игровой asus tuf gaming a15 fa506qm-hn128,0.0,0.0,32,2,1,13,12.0,0.0,1.0,8.0,137,0.0,1.0,0,0.0,0.0,16.0,2,0,0.0,3.0,144.0,10,16.0,2.3,132660.0,1.0,8.0,0.0,2.0
ноутбук acer aspire 3 a315-59-51gc slim,0.0,0.0,62,2,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,1.77,55990.0,0.0,2.0,0.0,0.0
ноутбук игровой msi prestige 15 a12ud-225ru,0.0,0.0,0,5,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,149990.0,0.0,0.0,0.0,0.0
ноутбук asus vivobook x515ea-bq1206,0.0,0.0,64,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,10,8.0,1.8,47990.0,0.0,4.0,0.0,1.0
ноутбук rombica mybook eclipse,0.0,0.0,64,2,1,13,12.0,5.0,1.0,4.0,33,0.0,1.0,0,4825.0,0.0,8.0,2,0,0.0,0.0,0.0,9,16.0,1.86,46990.0,0.0,4.0,0.0,0.0
ноутбук hiper expertbook mtl1577,0.0,0.0,3,2,1,13,12.0,5.0,2.0,8.0,138,0.0,1.0,0,4800.0,0.0,16.0,2,0,250.0,0.0,60.0,4,8.0,1.7,47990.0,0.0,8.0,0.0,2.0
ноутбук asus x509fa-br350,0.0,0.0,64,8,1,13,12.0,0.0,1.0,4.0,86,0.0,1.0,0,0.0,0.0,8.0,2,0,200.0,2.0,60.0,10,8.0,1.9,50860.0,0.0,4.0,0.0,0.0
ноутбук игровой msi pulse gl66 12uck-695ru,0.0,0.0,29,2,1,13,12.0,5.0,1.0,14.0,77,0.0,1.0,0,0.0,0.0,20.0,2,0,0.0,3.0,144.0,9,8.0,2.25,87990.0,1.0,6.0,0.0,2.0
ноутбук digma pro magnus m,0.0,0.0,5,2,1,15,12.0,4.7,0.0,8.0,143,0.0,1.0,0,6060.0,0.0,16.0,2,0,0.0,0.0,165.0,9,16.0,1.88,94500.0,0.0,8.0,1.0,0.0
ноутбук игровой hiper g16,5.0,0.0,36,2,1,15,12.0,5.0,1.0,6.0,35,0.0,1.0,0,5040.0,0.0,12.0,2,0,300.0,0.0,144.0,9,16.0,2.7,150990.0,1.0,6.0,0.0,2.0
ноутбук digma pro sprint m,0.0,0.0,5,2,1,13,12.0,0.0,0.0,4.0,122,0.0,1.0,0,4700.0,0.0,8.0,2,0,0.0,0.0,60.0,9,8.0,1.85,44990.0,0.0,4.0,0.0,2.0
ноутбук lenovo v15 g2 itl,0.0,0.0,64,5,1,13,12.0,0.0,1.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,0.0,0.0,4,8.0,1.7,41990.0,0.0,2.0,0.0,1.0
ноутбук msi creatorpro z17 a12ukst-259ru,0.0,0.0,49,2,1,17,24.0,4.5,0.0,14.0,77,0.0,1.0,0,0.0,1.0,20.0,2,0,0.0,4.0,165.0,9,32.0,2.49,279990.0,0.0,6.0,0.0,2.0
ноутбук asus vivobook go e1504fa-bq090,0.0,1.0,3,2,1,13,12.0,0.0,0.0,4.0,131,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,10,8.0,1.63,47990.0,0.0,4.0,0.0,0.0
ноутбук lenovo ideapad 3 15itl6,0.0,0.0,64,2,1,13,12.0,1.0,1.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,0,0,300.0,2.0,60.0,10,8.0,1.65,43990.0,0.0,2.0,0.0,1.0
ноутбук huawei matebook d 15 bod-wdi9,0.0,0.0,64,2,1,13,12.0,5.0,0.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,4.0,0.0,9,8.0,1.56,53990.0,0.0,2.0,0.0,0.0
ноутбук msi creator z16 a12uet-063ru,0.0,0.0,32,2,1,14,24.0,1.0,0.0,14.0,77,0.0,1.0,0,0.0,1.0,20.0,1,0,0.0,4.0,120.0,9,16.0,2.2,169990.0,0.0,6.0,0.0,2.0
ноутбук digma pro magnus m,0.0,0.0,4,2,1,15,12.0,5.0,0.0,6.0,127,0.0,1.0,0,6060.0,0.0,12.0,2,0,0.0,0.0,165.0,9,16.0,1.82,71400.0,0.0,6.0,1.0,0.0
ноутбук hp probook 450 g8,0.0,1.0,62,2,1,13,12.0,4.0,0.0,4.0,70,0.0,1.0,0,3950.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.74,109730.0,0.0,4.0,0.0,2.0
ноутбук digma pro fortis m,0.0,0.0,64,2,1,18,12.0,5.0,1.0,2.0,24,0.0,1.0,0,5500.0,0.0,4.0,2,0,0.0,0.0,60.0,9,16.0,2.2,51500.0,0.0,2.0,1.0,0.0
ноутбук hp 240 g8,0.0,0.0,64,8,1,6,12.0,0.0,1.0,2.0,23,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,3.0,60.0,10,4.0,1.47,58970.0,0.0,2.0,0.0,2.0
ноутбук msi creator z16p b12ugst-027ru,0.0,1.0,35,2,1,14,24.0,0.0,0.0,14.0,77,0.0,1.0,0,0.0,0.0,20.0,1,0,0.0,4.0,165.0,9,32.0,2.39,209990.0,0.0,6.0,0.0,2.0
ноутбук игровой msi pulse gl66 12udk-698xru,0.0,0.0,0,5,0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,89990.0,0.0,0.0,0.0,0.0
ноутбук acer aspire 3 a315-24p-r2b8,0.0,0.0,3,5,1,0,12.0,0.0,1.0,4.0,131,0.0,1.0,0,0.0,0.0,8.0,0,0,0.0,3.0,0.0,9,0.0,1.8,50990.0,0.0,4.0,0.0,0.0
ноутбук acer aspire 5 a515-57-58zy,0.0,0.0,64,5,1,13,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,3,8.0,1.8,62490.0,0.0,2.0,0.0,0.0
ноутбук apple macbook air a2941,0.0,0.0,0,2,1,11,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,0,5,500.0,0.0,60.0,7,8.0,1.51,194990.0,0.0,4.0,0.0,0.0
ноутбук apple macbook air a2941,0.0,0.0,0,2,1,11,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,0,5,500.0,0.0,60.0,7,8.0,1.51,166990.0,0.0,4.0,0.0,0.0
ноутбук apple macbook air a2941,0.0,0.0,0,2,1,11,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,0,5,500.0,0.0,60.0,7,8.0,1.51,194990.0,0.0,4.0,0.0,0.0
ноутбук apple macbook air a2941,0.0,0.0,0,2,1,11,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,0,5,500.0,0.0,60.0,7,8.0,1.51,188630.0,0.0,4.0,0.0,0.0
ноутбук apple macbook air a2941,0.0,0.0,0,2,1,11,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,0,5,500.0,0.0,60.0,7,8.0,1.51,188620.0,0.0,4.0,0.0,0.0
ноутбук lenovo ideapad 3 15itl6,0.0,0.0,64,2,1,13,12.0,0.0,1.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,300.0,2.0,60.0,10,8.0,1.65,46200.0,0.0,2.0,0.0,1.0
ноутбук игровой razer blade 15 ch8-nt,0.0,0.0,32,2,1,13,12.0,0.0,0.0,14.0,98,0.0,0.0,0,0.0,0.0,20.0,0,0,0.0,0.0,0.0,9,32.0,2.02,447410.0,1.0,6.0,0.0,0.0
ноутбук acer aspire 7 a715-43g-r2pg,0.0,0.0,29,2,1,13,12.0,0.0,1.0,6.0,128,0.0,1.0,0,0.0,0.0,12.0,2,0,0.0,3.0,144.0,3,16.0,2.15,66990.0,0.0,6.0,0.0,2.0
ноутбук hiper slim h1306o7165wm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,10.0,74,0.0,0.0,0,0.0,1.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.26,111820.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o5165wm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,1.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.26,94120.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o5165hm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,1.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.26,92840.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o5165dm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,1.0,12.0,0,0,0.0,0.0,0.0,4,16.0,1.26,92190.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o582dm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,1.0,12.0,0,0,0.0,0.0,0.0,4,8.0,1.26,84740.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o3165wm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,6.0,26,0.0,0.0,0,0.0,1.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.26,71420.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o3165hm,0.0,0.0,69,2,1,4,12.0,0.0,0.0,6.0,26,0.0,0.0,0,0.0,1.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.26,70140.0,0.0,2.0,0.0,0.0
ноутбук hiper slim h1306o3165dm,0.0,0.0,69,2,1,4,12.0,5.0,0.0,6.0,26,0.0,0.0,0,0.0,1.0,8.0,0,0,0.0,0.0,0.0,4,16.0,1.26,70340.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o5165wm,0.0,0.0,69,2,1,15,12.0,5.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.86,91780.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o5165hm,0.0,0.0,69,2,1,15,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.86,90170.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o5165dm,0.0,0.0,69,2,1,15,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,4,16.0,1.86,89700.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o582dm,0.0,0.0,69,2,1,15,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,4,8.0,1.86,82830.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o3165wm,0.0,0.0,69,2,1,15,12.0,0.0,0.0,6.0,26,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.86,79390.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o3165dm,0.0,0.0,69,2,1,15,12.0,0.0,0.0,6.0,26,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,4,16.0,1.86,75140.0,0.0,2.0,0.0,0.0
ноутбук hiper expertbook h1600o382dm,0.0,0.0,69,2,1,15,12.0,0.0,0.0,6.0,26,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,4,8.0,1.86,72410.0,0.0,2.0,0.0,0.0
ноутбук hiper office h1574o5165wm,0.0,0.0,69,2,1,13,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.7,81120.0,0.0,2.0,0.0,0.0
ноутбук hiper office h1574o5165dm,0.0,0.0,69,2,1,13,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,4,16.0,1.7,78240.0,0.0,2.0,0.0,0.0
ноутбук hiper office h1574o582dm,0.0,0.0,69,2,1,13,12.0,0.0,0.0,10.0,42,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,4,8.0,1.7,75690.0,0.0,2.0,0.0,0.0
ноутбук hiper h1579o5dv165wm,0.0,0.0,21,2,1,13,12.0,0.0,0.0,4.0,38,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.78,95190.0,0.0,4.0,0.0,0.0
ноутбук hiper h1579o5165wm,0.0,0.0,63,2,1,13,12.0,0.0,0.0,4.0,38,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.78,73760.0,0.0,4.0,0.0,0.0
ноутбук hiper dzen h1569o7165wmp,0.0,0.0,69,2,1,13,12.0,0.0,0.0,4.0,70,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.7,94650.0,0.0,4.0,0.0,0.0
ноутбук hiper dzen h1569o5165wmp,0.0,0.0,69,2,1,13,12.0,0.0,0.0,4.0,38,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.7,76680.0,0.0,4.0,0.0,0.0
ноутбук hiper dzen h1569o5165dmp,0.0,0.0,69,2,1,13,12.0,0.0,0.0,4.0,38,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,4,16.0,1.7,71950.0,0.0,4.0,0.0,0.0
ноутбук hiper dzen h1569o582dmp,0.0,0.0,69,2,1,13,12.0,0.0,0.0,4.0,38,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,4,8.0,1.7,67050.0,0.0,4.0,0.0,0.0
ноутбук lenovo thinkpad t14 gen 2,0.0,0.0,62,2,1,6,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,9,8.0,1.53,115080.0,0.0,4.0,0.0,1.0
ноутбук acer travelmate p2 tmp214-53,0.0,1.0,64,8,1,6,13.0,0.0,0.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,3,220.0,0.0,60.0,9,8.0,1.6,39990.0,0.0,2.0,0.0,2.0
ноутбук hp 15s-fq5016nia,0.0,0.0,62,9,1,13,12.0,0.0,1.0,10.0,42,0.0,1.0,0,3500.0,0.0,12.0,2,2,250.0,3.0,60.0,4,8.0,1.69,51990.0,0.0,2.0,0.0,0.0
ноутбук игровой razer blade 17 d8-nt,0.0,0.0,39,2,1,18,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,32.0,2.75,439180.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 17 d8-nt,0.0,0.0,39,2,1,18,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,32.0,2.75,396010.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 17 d8.5-nt,0.0,0.0,35,2,1,18,12.0,0.0,0.0,14.0,98,0.0,0.0,0,0.0,0.0,20.0,0,0,0.0,0.0,0.0,9,32.0,2.75,424050.0,1.0,6.0,0.0,0.0
ноутбук игровой razer blade 17 d8.5-nt,0.0,0.0,35,2,1,18,12.0,0.0,0.0,14.0,98,0.0,0.0,0,0.0,0.0,20.0,0,0,0.0,0.0,0.0,9,16.0,2.75,338400.0,1.0,6.0,0.0,0.0
ноутбук игровой razer blade 17 d8-nt,0.0,0.0,35,2,1,18,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,16.0,2.75,299640.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 17 d8-nt,0.0,0.0,35,2,1,18,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,16.0,2.75,299640.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 17 d8.5-nt,0.0,0.0,35,2,1,18,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,16.0,2.75,253700.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 15 ch8-nt,0.0,0.0,39,2,1,13,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,32.0,2.02,404640.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 15 ch8-nt,0.0,0.0,39,2,1,13,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,32.0,2.02,378950.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 15 ch8.5-nt,0.0,0.0,39,6,1,13,12.0,0.0,0.0,14.0,98,0.0,0.0,0,0.0,0.0,20.0,0,0,0.0,0.0,0.0,9,16.0,2.02,320540.0,1.0,6.0,0.0,0.0
ноутбук игровой razer blade 15 ch8-nt,0.0,0.0,35,2,1,13,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,16.0,2.02,299840.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 15 ch8-nt,0.0,0.0,35,2,1,13,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,16.0,2.02,281310.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 15 ch8-nt,0.0,0.0,32,2,1,13,12.0,0.0,0.0,14.0,78,0.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,0.0,9,16.0,2.02,248480.0,1.0,8.0,0.0,0.0
ноутбук игровой razer blade 14 p8-nt,0.0,0.0,35,2,1,6,12.0,0.0,0.0,8.0,144,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,16.0,1.78,283780.0,1.0,0.0,0.0,0.0
ноутбук asus expertbook b1 b1502cga-bq0087w,0.0,1.0,64,2,1,13,12.0,0.0,1.0,8.0,28,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,9,8.0,1.52,49990.0,0.0,8.0,0.0,1.0
ноутбук asus expertbook b1 b1502cga-bq0082,0.0,1.0,64,2,1,13,12.0,0.0,1.0,8.0,28,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,10,8.0,1.52,45990.0,0.0,8.0,0.0,1.0
ноутбук игровой asus tuf gaming a15 fa507nu-lp055,0.0,1.0,42,2,1,13,12.0,0.0,0.0,8.0,142,0.0,1.0,0,0.0,0.0,16.0,2,0,250.0,4.0,144.0,10,16.0,2.2,114990.0,1.0,8.0,0.0,2.0
ноутбук игровой asus tuf gaming f15 fx506hf-hn017,0.0,0.0,24,2,1,13,12.0,0.0,0.0,6.0,39,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,144.0,10,16.0,2.3,72990.0,1.0,6.0,0.0,2.0
ноутбук asus vivobook x515ea-bq3272w,0.0,0.0,64,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,9,8.0,1.8,53990.0,0.0,4.0,0.0,1.0
ноутбук asus vivobook 17 x1704za-au086,0.0,0.0,64,2,1,18,12.0,0.0,1.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,10,8.0,2.1,58990.0,0.0,2.0,0.0,1.0
ноутбук asus zenbook s ux5304va-nq251w,0.2,0.0,62,6,1,4,12.0,0.0,0.0,10.0,47,0.0,1.0,0,0.0,0.0,12.0,1,0,550.0,4.0,60.0,9,16.0,1.14,125990.0,0.0,2.0,0.0,0.0
