Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук hp probook 440 g9,0.0,0.0,62,2,1,6,12.0,0.0,1.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,9,8.0,1.38,144250.0,0.0,2.0,0.0,2.0
ноутбук dell latitude 5520,0.0,0.0,62,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,4.0,60.0,9,8.0,1.59,114540.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 14tlh,0.0,0.0,61,2,1,7,12.0,4.8,0.0,2.0,25,0.0,1.0,0,4500.0,0.0,4.0,2,0,0.0,0.0,0.0,4,8.0,1.6,41500.0,0.0,2.0,1.0,0.0
ноутбук hp 250 g9,0.0,0.0,62,8,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,0,0,250.0,3.0,0.0,4,8.0,1.74,69350.0,0.0,2.0,0.0,2.0
ноутбук acer aspire 5 a515-56-52mv,0.0,0.0,62,8,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,4800.0,0.0,8.0,2,0,0.0,0.0,60.0,9,8.0,1.9,55560.0,0.0,4.0,0.0,0.0
ноутбук asus vivobook 15 x1502za-bq1014,0.0,0.0,64,2,1,13,12.0,0.0,1.0,10.0,27,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,10,8.0,1.7,55990.0,0.0,2.0,0.0,1.0
ноутбук asus d515da-ej1397,0.0,0.0,3,2,1,13,12.0,0.0,1.0,2.0,117,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,2.0,60.0,10,8.0,1.8,43070.0,0.0,2.0,0.0,1.0
ноутбук asus d515da-bq1407w,0.0,0.0,3,2,1,13,12.0,0.0,1.0,2.0,117,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,2.0,60.0,9,8.0,1.8,47290.0,0.0,2.0,0.0,1.0
ноутбук hp 250 g9,0.0,0.0,64,8,1,13,12.0,0.0,0.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.74,62690.0,0.0,2.0,0.0,2.0
ноутбук iru калибр 15tli,0.0,0.0,62,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,7200.0,0.0,8.0,2,0,250.0,0.0,0.0,9,8.0,1.724,52100.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 15tli,0.0,0.0,61,2,1,13,12.0,0.0,1.0,2.0,25,0.0,0.0,0,7200.0,0.0,4.0,2,0,205.0,0.0,0.0,9,8.0,1.728,42800.0,0.0,2.0,1.0,0.0
ноутбук samsung galaxy book np750,0.0,0.0,62,2,1,13,12.0,4.5,2.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,0,2,300.0,0.0,0.0,9,8.0,1.55,65990.0,0.0,4.0,0.0,0.0
ноутбук asus vivobook x515ea-bq1965,0.0,0.0,63,2,1,13,12.0,0.0,1.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,10,8.0,1.8,69000.0,0.0,4.0,0.0,1.0
ноутбук lenovo k14 gen 1,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,10,16.0,1.5,103400.0,0.0,4.0,0.0,2.0
ноутбук lenovo k14 gen 1,0.0,0.0,64,2,1,6,12.0,0.0,2.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,300.0,0.0,0.0,10,8.0,1.5,69410.0,0.0,2.0,0.0,2.0
ноутбук lenovo thinkpad t14 gen 2,0.0,0.0,62,2,1,6,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,10,8.0,1.53,130120.0,0.0,4.0,0.0,1.0
ноутбук iru калибр 15ес5,0.0,0.0,61,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,7200.0,0.0,8.0,2,0,0.0,0.0,0.0,4,8.0,0.0,56700.0,0.0,4.0,0.0,0.0
ноутбук lenovo k14 gen 1,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,0,0,300.0,0.0,0.0,10,8.0,1.5,74450.0,0.0,4.0,0.0,2.0
ноутбук iru калибр 15tli,0.0,0.0,62,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,7200.0,0.0,8.0,2,0,250.0,0.0,0.0,4,8.0,0.0,54100.0,0.0,4.0,0.0,1.0
ноутбук lenovo v15 g2 alc,0.0,0.0,3,2,1,13,12.0,0.0,1.0,6.0,125,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,0.0,60.0,10,8.0,1.7,60510.0,0.0,6.0,0.0,1.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,12.0,43,0.0,1.0,0,0.0,0.0,16.0,1,0,300.0,0.0,0.0,9,16.0,1.12,279040.0,0.0,4.0,0.0,0.0
ноутбук chuwi corebook xpro,0.0,0.0,64,2,1,13,12.0,5.0,1.0,6.0,26,0.0,1.0,0,6060.0,0.0,8.0,0,0,0.0,0.0,0.0,9,8.0,1.78,46990.0,0.0,2.0,0.0,0.0
ноутбук infinix inbook x2 plus xl25,0.0,0.0,62,2,1,13,24.0,0.0,2.0,4.0,41,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,9,8.0,1.6,50990.0,0.0,4.0,0.0,0.0
ноутбук infinix inbook x2 plus xl25,0.0,0.0,62,2,1,13,24.0,0.0,2.0,4.0,41,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,9,8.0,1.6,46990.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 15tli,0.0,0.0,61,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,7200.0,0.0,8.0,2,0,250.0,0.0,0.0,4,8.0,1.724,51800.0,0.0,4.0,0.0,1.0
ноутбук iru калибр 15tli,0.0,0.0,61,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,7200.0,0.0,8.0,2,0,250.0,0.0,0.0,4,8.0,0.0,54000.0,0.0,4.0,0.0,1.0
ноутбук samsung galaxy book np750,0.0,0.0,62,5,1,13,12.0,0.0,2.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,2,300.0,0.0,0.0,9,8.0,1.55,80990.0,0.0,2.0,0.0,0.0
ноутбук infinix inbook x2 plus xl25,0.0,0.0,64,2,1,13,24.0,3.0,2.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,300.0,0.0,0.0,9,8.0,1.6,40990.0,0.0,2.0,0.0,0.0
ноутбук lenovo v15 g2 alc,0.0,0.0,3,8,1,13,12.0,3.0,1.0,4.0,118,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,0.0,60.0,9,8.0,1.7,44990.0,0.0,4.0,0.0,1.0
ноутбук acer aspire 3 a317-54-54t2,0.0,0.0,62,2,1,18,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,2.231,82990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a317-53-526h,27.0,0.0,62,2,1,18,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,9,16.0,2.6,100990.0,0.0,4.0,0.0,2.0
ноутбук acer extensa 15 ex215-52-76u0,0.0,0.0,59,2,1,13,12.0,0.0,0.0,4.0,67,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,3,8.0,1.9,57990.0,0.0,4.0,0.0,0.0
ноутбук acer aspire 5 a517-53-51e9,0.0,1.0,62,2,1,18,12.0,3.5,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,2.2,84990.0,0.0,2.0,0.0,0.0
ноутбук игровой acer swift x sfx16-51g-51qa,0.0,0.0,29,2,1,14,12.0,0.0,0.0,4.0,37,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,0.0,60.0,3,8.0,1.9,79220.0,1.0,4.0,0.0,0.0
ноутбук acer aspire 5 a515-57-74ms,0.0,1.0,62,2,1,13,12.0,4.7,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,16.0,1.65,96990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 5 a515-57-524a,0.0,1.0,62,2,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,9,8.0,1.65,68850.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 5 a515-57-51u3,0.0,1.0,62,2,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,16.0,1.65,73990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 5 a515-57-36d0,0.0,1.0,64,2,1,13,12.0,0.0,0.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,9,8.0,1.65,64540.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 5 a515-56g-3326,27.0,0.0,21,2,1,13,12.0,0.0,1.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,3.0,60.0,9,8.0,1.9,60380.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-35-c94j,0.0,0.0,64,2,1,13,12.0,0.0,0.0,2.0,21,0.0,1.0,0,0.0,0.0,2.0,2,0,250.0,2.0,60.0,9,4.0,1.9,32990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-35-c9cz,0.0,0.0,64,2,1,13,12.0,4.0,0.0,2.0,21,0.0,1.0,0,0.0,0.0,2.0,2,0,250.0,2.0,60.0,3,4.0,1.9,33990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-59-71nd slim,0.0,0.0,62,2,1,13,12.0,0.0,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,16.0,1.77,69990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-56-73k8,27.0,0.0,59,2,1,13,12.0,0.0,0.0,4.0,67,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,3,8.0,1.9,55990.0,0.0,4.0,0.0,0.0
ноутбук acer aspire 3 a315-59-57n3 slim,0.0,0.0,62,2,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,1.77,55990.0,0.0,2.0,0.0,0.0
‌,0.0,0.0,62,2,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,9,8.0,1.77,55990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-59-30qr slim,0.0,0.0,0,5,0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3.0,0.0,0,0.0,1.77,54990.0,0.0,0.0,0.0,0.0
ноутбук acer swift 3 sf314-43-r16v,0.0,1.0,3,2,1,6,12.0,0.0,0.0,6.0,125,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,1.2,62840.0,0.0,6.0,0.0,0.0
ноутбук acer swift 3 sf314-43-r3kd,0.0,1.0,3,2,1,6,12.0,0.0,0.0,6.0,125,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,9,8.0,1.2,67990.0,0.0,6.0,0.0,0.0
ноутбук acer swift 3 sf314-43-r0mr,0.0,1.0,3,2,1,6,12.0,0.0,0.0,4.0,118,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,3,8.0,1.2,57990.0,0.0,4.0,0.0,0.0
ноутбук acer swift 3 sf314-512-57y7,0.0,0.0,62,2,1,6,12.0,0.0,0.0,12.0,43,0.0,1.0,0,0.0,0.0,16.0,2,0,300.0,3.0,60.0,9,8.0,1.25,86990.0,0.0,4.0,0.0,0.0
ноутбук acer swift 3 sf314-512-55n3,0.0,0.0,62,2,1,6,12.0,0.0,0.0,12.0,43,0.0,1.0,0,0.0,0.0,16.0,2,0,300.0,3.0,60.0,3,8.0,1.25,69390.0,0.0,4.0,0.0,0.0
ноутбук acer swift 3 sf314-512-36yl,0.0,0.0,64,2,1,6,12.0,0.0,0.0,10.0,27,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,3.0,60.0,3,8.0,1.25,56900.0,0.0,2.0,0.0,0.0
ноутбук acer swift 3 sf314-512-305m,0.0,0.0,64,2,1,6,12.0,0.0,0.0,10.0,27,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,3.0,60.0,9,8.0,1.25,74570.0,0.0,2.0,0.0,0.0
ноутбук acer swift 3 sf314-512-37zf,0.0,0.0,64,2,1,6,12.0,0.0,0.0,10.0,27,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,3.0,60.0,3,8.0,1.25,72330.0,0.0,2.0,0.0,0.0
ноутбук hp 15-dw4028nia,0.0,0.0,22,2,1,13,12.0,0.0,1.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.75,64290.0,0.0,2.0,0.0,0.0
ноутбук hp 15-dw4026nia,0.0,0.0,22,2,1,13,12.0,0.0,1.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.75,64290.0,0.0,2.0,0.0,0.0
ноутбук hp 15-dw4002nia,0.0,0.0,22,2,1,13,12.0,0.0,1.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.75,63050.0,0.0,2.0,0.0,0.0
ноутбук samsung galaxy book np750,0.0,0.0,62,5,1,13,12.0,0.0,2.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,1,300.0,0.0,0.0,9,8.0,1.55,60760.0,0.0,4.0,0.0,0.0
ноутбук hp 255 g8,0.0,0.0,3,2,1,13,12.0,0.0,1.0,4.0,118,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.74,56480.0,0.0,4.0,0.0,1.0
ноутбук dell vostro 3510,35.0,0.0,20,9,1,13,12.0,4.5,0.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,1,220.0,3.0,60.0,4,8.0,1.69,75130.0,0.0,4.0,0.0,0.0
ноутбук lenovo ideapad 3 15alc6,0.0,0.0,3,2,1,13,12.0,0.0,1.0,8.0,136,0.0,1.0,0,0.0,0.0,16.0,0,0,300.0,2.0,60.0,10,16.0,1.65,84990.0,0.0,8.0,0.0,1.0
ноутбук игровой hp victus 16-e0146ur,0.0,0.0,27,2,1,15,12.0,0.0,1.0,6.0,126,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,4.0,60.0,4,8.0,2.46,96050.0,1.0,6.0,0.0,2.0
ноутбук игровой asus tuf gaming a17 fa707rm-hx031,0.0,0.0,32,2,1,18,12.0,0.0,2.0,8.0,141,0.0,1.0,0,0.0,0.0,16.0,2,0,250.0,4.0,144.0,10,16.0,2.6,130860.0,1.0,8.0,0.0,2.0
ноутбук tecno megabook t1,16.0,1.0,64,2,1,13,12.0,5.0,0.0,2.0,23,0.0,1.0,0,6060.0,0.0,4.0,2,0,0.0,3.0,60.0,8,12.0,1.56,41990.0,0.0,2.0,0.0,2.0
ноутбук игровой asus tuf gaming a15 fa507rc-hn059,0.0,0.0,29,2,1,13,12.0,0.0,1.0,8.0,140,0.0,1.0,0,0.0,0.0,16.0,2,0,250.0,4.0,144.0,10,8.0,2.2,88820.0,1.0,8.0,0.0,2.0
ноутбук apple macbook pro a2338,0.0,0.0,0,2,1,4,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,1,1,500.0,0.0,0.0,7,8.0,1.4,188990.0,0.0,4.0,0.0,0.0
ноутбук lenovo ideapad 3 15iau7,0.0,0.0,64,2,1,13,12.0,5.0,1.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,10,8.0,1.63,52260.0,0.0,2.0,0.0,1.0
‌,0.0,0.0,64,8,1,4,12.0,0.0,1.0,4.0,33,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,6.0,0.0,4,8.0,1.29,52260.0,0.0,4.0,0.0,0.0
ноутбук acer aspire 3 a315-59g-782h пу,0.0,0.0,22,2,1,13,12.0,0.0,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,0.0,3.0,0.0,3,8.0,1.77,71510.0,0.0,2.0,0.0,0.0
ноутбук hp probook 450 g8,0.0,0.0,62,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,9,8.0,1.74,127520.0,0.0,4.0,0.0,2.0
ноутбук hp elitebook 840 g8,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,3.0,0.0,9,8.0,1.32,134660.0,0.0,4.0,0.0,0.0
ноутбук hp elitebook 830 g8,0.0,0.0,62,5,1,4,12.0,0.0,0.0,4.0,40,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,3.0,60.0,9,16.0,1.35,195620.0,0.0,4.0,0.0,2.0
ноутбук hp elitebook 830 g8,0.0,0.0,62,5,1,4,12.0,0.0,0.0,4.0,40,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,3.0,60.0,9,16.0,1.35,201520.0,0.0,4.0,0.0,2.0
ноутбук hp elitebook 840 g8,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,40,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,3.0,0.0,9,16.0,1.32,219340.0,0.0,4.0,0.0,0.0
ноутбук apple macbook pro a2485,0.0,0.0,0,5,1,16,12.0,0.0,0.0,10.0,5,0.0,1.0,0,0.0,0.0,10.0,1,5,1600.0,0.0,120.0,7,32.0,2.15,303990.0,0.0,8.0,0.0,0.0
ноутбук hp elitebook 840 g9,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,1,0,400.0,3.0,0.0,4,16.0,1.36,157140.0,0.0,2.0,0.0,2.0
ноутбук apple macbook pro a2485,0.0,0.0,0,5,1,16,12.0,0.0,0.0,10.0,3,0.0,1.0,0,0.0,0.0,10.0,1,2,1600.0,0.0,0.0,7,64.0,2.17,450350.0,0.0,8.0,0.0,0.0
ноутбук acer aspire 3 a315-59g-741j,0.0,0.0,22,2,1,13,12.0,0.0,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,0.0,3.0,0.0,3,16.0,1.77,70990.0,0.0,2.0,0.0,0.0
ноутбук acer aspire 3 a315-59-52b0,0.0,0.0,62,5,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,3.0,0.0,3,8.0,1.77,52700.0,0.0,2.0,0.0,0.0
ноутбук hp probook 440 g8,0.0,0.0,62,2,1,0,12.0,0.0,0.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.38,120190.0,0.0,4.0,0.0,2.0
ноутбук lenovo v15 g2 itl,0.0,0.0,20,8,1,13,12.0,5.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,5,250.0,0.0,0.0,10,8.0,1.7,49990.0,0.0,4.0,0.0,1.0
ноутбук iru калибр 15clg2,0.0,0.0,60,2,1,13,12.0,0.0,0.0,4.0,50,0.0,1.0,0,4250.0,0.0,8.0,2,0,0.0,0.0,0.0,4,8.0,1.845,49600.0,0.0,4.0,0.0,0.0
ноутбук hp 255 g9,0.0,0.0,3,2,1,13,12.0,0.0,0.0,4.0,120,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.74,60990.0,0.0,4.0,0.0,2.0
ноутбук samsung galaxy book np750,0.0,0.0,62,5,1,13,12.0,5.0,2.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,2,300.0,0.0,0.0,9,8.0,1.55,63990.0,0.0,4.0,0.0,0.0
ноутбук samsung galaxy book np750,0.0,0.0,64,5,1,13,12.0,0.0,2.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,2,300.0,0.0,0.0,9,8.0,1.55,50820.0,0.0,2.0,0.0,0.0
ноутбук hp elitebook 830 g9,0.0,0.0,62,2,1,4,12.0,0.0,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,1,0,250.0,3.0,0.0,9,16.0,1.27,211080.0,0.0,2.0,0.0,0.0
ноутбук hp probook 450 g8,0.0,1.0,62,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,9,8.0,1.74,129800.0,0.0,4.0,0.0,2.0
ноутбук hp 250 g9,0.0,0.0,64,2,1,13,12.0,0.0,0.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,0,0,250.0,3.0,0.0,4,8.0,1.74,55250.0,0.0,2.0,0.0,2.0
ноутбук hp probook 450 g9,0.0,0.0,23,2,1,13,12.0,0.0,1.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.74,116530.0,0.0,2.0,0.0,2.0
ноутбук asus vivobook pro 14 oled m3401qa-km016w,0.2,0.0,3,6,1,6,12.0,0.0,1.0,6.0,126,0.0,1.0,0,0.0,0.0,12.0,1,0,600.0,3.0,90.0,9,8.0,1.4,71650.0,0.0,6.0,0.0,0.0
ноутбук chuwi corebook x 14,0.0,0.0,64,2,1,6,12.0,4.0,1.0,6.0,26,0.0,1.0,0,4000.0,0.0,8.0,4,0,0.0,0.0,0.0,9,8.0,1.5,42990.0,0.0,2.0,0.0,0.0
ноутбук hp probook 450 g9,0.0,0.0,62,2,1,13,12.0,0.0,1.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,9,16.0,1.74,151990.0,0.0,2.0,0.0,2.0
ноутбук игровой hp zbook studio g8,0.0,0.0,88,2,1,13,12.0,0.0,0.0,8.0,73,0.0,1.0,0,0.0,0.0,16.0,2,0,400.0,6.0,60.0,9,16.0,1.79,240480.0,1.0,8.0,0.0,0.0
ноутбук hp zbook studio g8,0.0,0.0,75,2,1,13,12.0,0.0,0.0,8.0,73,0.0,1.0,0,0.0,0.0,16.0,2,0,400.0,6.0,0.0,9,16.0,1.79,193990.0,0.0,8.0,0.0,0.0
ноутбук hp elitebook 840 g9,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,1,0,250.0,3.0,0.0,9,8.0,1.36,148430.0,0.0,2.0,0.0,2.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,76,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,0.0,0.0,9,16.0,1.12,283870.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,1.12,264100.0,0.0,0.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,76,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,0.0,0.0,4,16.0,1.12,249570.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,76,0.0,1.0,0,0.0,0.0,12.0,1,0,400.0,0.0,0.0,9,16.0,1.12,263140.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,76,0.0,1.0,0,0.0,0.0,12.0,1,0,400.0,0.0,0.0,9,16.0,1.12,259950.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,76,0.0,1.0,0,0.0,0.0,12.0,1,0,400.0,0.0,0.0,4,16.0,1.12,250990.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,1,0,400.0,0.0,0.0,9,16.0,1.12,255310.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad x1 carbon g10,0.0,0.0,62,2,1,6,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,1,0,400.0,0.0,0.0,4,16.0,1.12,228630.0,0.0,2.0,0.0,0.0
ноутбук lenovo thinkpad t14 gen 2,0.0,0.0,62,2,1,6,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,9,8.0,1.53,100990.0,0.0,4.0,0.0,1.0
ноутбук hp probook 450 g8,0.0,0.0,62,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,9,16.0,1.74,161650.0,0.0,4.0,0.0,2.0
ноутбук dell latitude 3510,0.0,0.0,64,2,1,13,12.0,4.0,1.0,2.0,24,0.0,1.0,0,3378.0,0.0,4.0,2,0,0.0,3.0,60.0,8,8.0,1.9,54070.0,0.0,2.0,0.0,2.0
ноутбук hp probook 455 g8,0.0,0.0,3,2,1,13,12.0,0.0,0.0,6.0,127,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,8.0,1.74,127270.0,0.0,6.0,0.0,2.0
ноутбук hp probook 450 g8,0.0,0.0,21,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.74,98990.0,0.0,4.0,0.0,2.0
